question,A,B,C,D
研究超星系团的主要方法是什么?,"研究天空上星系和星团的分布,结合它们的径向速度。",分析宇宙微波背景辐射的温度各向异性。,观测超新星以测量距离和膨胀率。,探测合并的超大质量黑洞产生的引力波。
超星系团的大致尺度范围是多少？,1到10秒差距,100到1000天文单位,1到10千秒差距,10到100兆秒差距
"有什么证据表明星系可能是在超星系团内形成的,而不是独立形成后再聚集在一起?",同一超星系团内星系的类似形态。,星系团的定向与它所处超星系团的大尺度结构之间的相关性。,存在具有相似红移的超星系团。,超星系团之间存在大型空穴。
"对于超星系团起源于早期宇宙绝热波动的理论,下列哪一项是一个重大挑战?",宇宙中观测到的重元素丰度。,"宇宙微波背景辐射的平滑性,没有显示与超星系团尺度相对应的波动。",超星系团内部星系的高速度。,缺乏暗物质的证据。
大多数正常主序星都是短周期和长周期双星系统成员的主要证据是什么?,"观测到的可变径向速度,主要是由于光谱双星性质,表明短周期双星系统中的恒星百分比很高。","对视双星的研究表明,有相当一部分恒星有一个或多个视伴星,当考虑到看不见的伴星时,几乎所有恒星都处于长周期双星系统中。",A和B都正确,A和B都不正确
"对于太阳型恒星,短周期双星系统和长周期双星系统在次级质量分布上有何不同?","短周期双星系统倾向于拥有与主星质量相似的次级质量,而长周期双星系统的次级质量分布则偏向较低质量的伴星。","短周期双星系统的次级质量分布偏向较低质量的伴星,而长周期双星系统倾向于拥有与主星质量相似的次级质量。","短周期双星系统和长周期双星系统都显示出类似的次级质量分布,偏好较低质量的伴星。","短周期双星系统和长周期双星系统都显示出类似的次级质量分布,偏好与主星质量相似的伴星。"
"为什么正常的A型恒星很少出现在短周期双星系统中,而表现出大气异常丰度的Am型恒星却经常出现?",正常A型恒星的快速自转阻碍了导致Am型恒星中观测到的丰度异常的扩散过程。,"与正常A型恒星相比,Am型恒星在短周期双星系统中形成时就存在着内在的缺陷。","短周期双星系统中的潮汐相互作用减慢了Am型恒星的自转速度,从而允许导致它们丰度异常的扩散过程发生。","Am系统中伴星的存在扰乱了恒星大气,导致了观测到的丰度异常。"
为什么与主序星相比，正常巨星中缺乏短周期双星系统?,巨星演化自原本不属于短周期双星系统的主序星。,"星体演化成巨星阶段时,由于恒星半径增大,导致短周期双星系统被破坏。",短周期双星系统抑制了星体演化成巨星。,巨星倾向于在银河系中短周期双星系统较少的区域形成。
观测到Ba II型恒星中有较高频率的双星光谱系统的意义是什么?,这表明Ba II型恒星中的特殊丰度可能是由伴星(可能是已经产生了s过程元素的白矮星)的质量转移造成的。,"这表明Ba II型恒星的形成机制与普通恒星不同,导致双星系统的发生率更高。",高双星频率与Ba II型恒星的丰度异常无关;这只是一个偶然的观测结果。,"Ba II型恒星是由双星系统合并形成的,导致了它们的特殊丰度和观测到的高双星频率。"
AGB 恆星中熱脈衝的主要能源來源是什麼?,核心周圍氫融合的殼層,核心周圍氦融合的殼層,核心中的碳融合,核心的重力收縮
"在恒星演化中,'第二次对流混合'是指什么?","恒星的对流包层将氢燃烧壳层的物质混合到表面,发生在红巨星分支阶段。","恒星的对流包层将氦燃烧壳层的物质混合到表面,发生在asymptotic giant branch(AGB)阶段。","恒星的核心变为对流,将氦燃烧产物混合到整个核心。",恒星抛射其外层形成行星状星云。
"在AGB恒星中,22Ne(α,n)25Mg反应扮演什么角色?",它是具有大质量核心的AGB恒星中s过程核合成的主要中子源。,它是热脉冲期间的主要能量来源。,它会引发一次超新星爆炸。,它会导致行星状星云的形成。
"在AGB星演化过程中,'超级风'阶段是指什么?","一个极快的质量流失期,导致行星状星云的形成。",由尘埃粒子受到辐射压力驱动的强烈恒星风。,"一个剧烈对流期,将重元素混合到表面。",一系列氦壳层闪烁。
行星状星云核(PNNi)的性质如何随着母星质量的变化而变化?,质量较大的母星会导致PNNi衰减时间更长、亮度更低。,质量较大的母星会导致PNNi衰减时间更短、亮度更高。,PNNi的性质与母星质量无关。,质量较大的母星会导致PNNi衰减时间更长、亮度更高。
"在研究星际氨气时,主要限制了孔径合成的有效性的因素是什么?",现有望远镜的有限收集面积。,大多数氨线本身的亮温较低。,地球大气引入的相位不稳定性。,无线电频率范围内缺乏合适的谱线。
氨分子光谱线中存在的超精细结构如何有利于天文观测?,它允许天文学家直接测量含氨云的距离。,"它能够确定所观测跃迁的光学深度,从而了解云的密度和结构。","它有助于识别氨的不同同位素,从而更好地理解星际介质中的化学过程。","它有助于区分正常氨和反常氨,揭示云的温度和形成历史信息。"
"在冷暗的星际云中,是什么主要机制引起了氨分子的激发?",A: 与分子氢(H\{}_{2}\)发生碰撞,B: 吸收来自背景恒星的红外辐射,C: 与宇宙射线相互作用,D: 与其他分子发生化学反应
研究外部星系中的氨气特别有价值的原因是什么?,它允许天文学家直接测量这些星系的距离。,"它提供了一种确定这些星系气体温度的方法,而用其他分子如一氧化碳很难实现。",它有助于通过追踪含氮分子的丰度来了解星系的化学演化。,它使得能够研究外部星系中分子云的运动学和动力学。
在已演化恒星的周星环中检测到氨气的重要意义是什么?,它表明在这些周星环中正在进行恒星形成。,它为这些恒星周围存在行星提供了证据。,它使天文学家能够研究从这些恒星流出物质的运动学和动力学。,它有助于了解围绕这些恒星的尘埃颗粒的化学成分。
赫比格-哈罗（HH）物体的主要激发源是什么？,来自附近年轻恒星的光反射,来自热嵌入式恒星的电离辐射,高能质子与周围介质相互作用,激波中的能量耗散
为什么许多HH天体表现出负径向速度?,它们由于引力吸引而朝我们运动。,"它们是从嵌入在暗云中的年轻恒星喷发出来的,我们优先观测到那些朝向我们喷发的。",它们是朝向恒星形成区的大规模气体流入的一部分。,它们是超新星爆发后远离我们运动的残余物。
在某些HH天体中观测到的蓝紫外连续谱的起源是什么?,来自热致密恒星的光散射,来自热离子气体的自由束缚辐射,来自氢和氦的增强双光子发射,来自高能电子的同步辐射
分子外流在HH物体形成中扮演什么角色?,分子外流通过碰撞直接激发HH星云。,它们提供了被激发并成为HH物体的物质。,它们表明存在年轻恒星和正在进行的恒星形成。,它们引导和准直产生HH物体的恒星风。
哪些事件可能会导致HH物体的喷射?,附近星团中的超新星爆发,分子云之间的碰撞,"年轻恒星中的喷发事件,如FU Orionis星暴",年轻恒星与其周围盘之间的引力相互作用
以下哪一项不是星系中尘埃的主要可观测特征?,消光,红移,散射,X射线辐射
主要证据表明星际介质中存在石墨的是什么?,在遭受遮蔽的恒星的紫外光谱中观测到的2175安斯特朗吸收特征,在尘埃的红外光谱中观测到的10微米发射特征,在尘埃的红外光谱中观测到的18微米发射特征,在嵌入于致密分子云中的天体的红外光谱中观测到的3.08微米吸收特征
银河系中的'远红外辐射'与'恒星形成'之间有什么关系?,"'远红外辐射'直接反映了当前的'恒星形成率'。其中,尘埃起到'频率转换器'的作用,吸收来自年轻恒星的紫外线和可见光,并将其重新发射为远红外辐射。",'远红外辐射'与'恒星形成'之间没有明确的关系。,"'远红外辐射'主要来自'活动星系核',与'恒星形成'无关。",'恒星形成'对银河系的'远红外辐射'没有影响。
大麦哲伦云(LMC)中的尘埃与气体比值与银河系相比如何?,大麦哲伦云中的尘埃与气体比值明显高于银河系。,大麦哲伦云中的尘埃与气体比值与银河系大致相同。,大麦哲伦云中的尘埃与气体比值明显低于银河系。,大麦哲伦云中没有尘埃。
确定类星体中是否存在尘埃的主要挑战是什么?,类星体距离太远且太暗淡无法观测。,尘埃对类星体光谱的影响与其他物理过程无法区分。,类星体中不存在尘埃。,"类星体不会在红外波段发射,而尘埃特征最容易在红外波段被探测到。"
"为什么归一化分配函数对于计算反应速率很重要,尤其是在高温下?",它们提供了有关激发核态的能级和统计权重的信息。,它们考虑了电子屏蔽对核反应的影响。,它们决定了恒星环境中不同同位素的相对丰度。,它们用于在不同的温度和能量单位之间转换。
